Ticker,Description,Price,Change %,Change,Bid,Ask,High,Low,Technical Rating
AUD / CNY,澳元 / 人民币,4.5652,-0.10721866,-0.0049,4.5652,4.5668,4.5724,4.5613,Neutral
AUD / COP,澳元 / 哥伦比亚比索,2614.6,-0.282227307,-7.4,2614.6,2618.6,2622.7,2614.6,Sell
AUD / CRC,澳元 / 哥斯达黎加科朗,319.99,-0.277362254,-0.89,319.99,320.39,320.86,319.99,Neutral
AUD / CZK,澳元 / 捷克克朗,15.1782,-0.064524625,-0.0098,15.1779,15.1926,15.2083,15.1782,Buy
AUD / DKK,澳元 / 丹麦克朗,4.4996,-0.139816685,-0.0063,4.4996,4.5005,4.5088,4.4954,Neutral
AUD / DOP,澳元 / 多米尼加比索,38.805,-0.264727048,-0.103,38.805,38.845,38.911,38.805,Buy
AUD / EGP,澳元 / 埃及镑,31.5386,-0.254277491,-0.0804,31.5386,31.5426,31.6346,31.5154,Neutral
AUD / ERN,澳元 / 厄立特里亚纳克法,9.456,-0.316255534,-0.03,9.456,9.536,9.482,9.456,Neutral
AUD / EUR,澳元 / 欧元,0.60299,-0.163912712,-0.00099,0.603,0.60333,0.6044,0.6027,Neutral
AUD / FJD,澳元 / 斐济元,1.4472,-0.144897537,-0.0021,1.4472,1.4512,1.4618,1.4472,Sell
AUD / GBP,澳元 / 英镑,0.5012,-0.25076623,-0.00126,0.5012,0.502,0.50246,0.5012,Strong Sell
AUD / GHS,澳元 / 加纳塞地,9.6506,-0.27796435,-0.0269,9.6506,9.6586,9.6771,9.6496,Neutral
AUD / GIP,澳元 / 直布罗陀镑,0.50157,-0.196991404,-0.00099,0.50157,0.50165,0.50269,0.50133,Strong Sell
AUD / GTQ,澳元 / 危地马拉格查尔,4.8392,-0.278195644,-0.0135,4.8392,4.8432,4.8525,4.8387,Neutral
AUD / HKD,澳元 / 港元,4.87536,-0.327922476,-0.01604,4.87536,4.88688,4.8954,4.87536,Neutral
AUD / HNL,澳元 / 洪都拉斯伦皮拉,15.989,-0.30552438,-0.049,15.989,16.029,16.033,15.989,Buy
AUD / HUF,澳元 / 匈牙利福林,244.66,-0.13877551,-0.34,244.66,245.48,245.32,244.66,Sell
AUD / IDR,澳元 / 印尼盾,10236.9,0.015632175,1.6,10236.9,10237.3,10266.2,10222.8,Buy
AUD / ILS,澳元 / 以色列谢克尔,2.2174,-0.440014368,-0.0098,2.2174,2.2194,2.2265,2.2169,Strong Sell
AUD / INR,澳元 / 印度卢比,54.8584,-0.048464972,-0.0266,54.8575,54.8691,54.932,54.8088,Buy
AUD / ISK,澳元 / 冰岛克朗,88.57,-0.217432939,-0.193,88.57,88.61,88.613,88.568,Neutral
AUD / JMD,澳元 / 牙买加元,98.791,-0.214134925,-0.212,98.791,98.831,99.062,98.739,Neutral
AUD / JOD,澳元 / 约旦第纳尔,0.4446,-0.336247478,-0.0015,0.4446,0.445,0.4461,0.4446,Neutral
AUD / JPY,澳元 / 日元,95.388,-0.532852272,-0.511,95.388,95.399,95.978,95.281,Strong Sell
AUD / KES,澳元 / 肯尼亚先令,81.062,-0.276797028,-0.225,81.062,81.102,81.284,81.026,Neutral
AUD / KRW,澳元 / 韩元,907.88,0.044078106,0.4,907.88,908.28,908.63,906.59,Buy
AUD / KWD,澳元 / 科威特第纳尔,0.1935,-0.360453141,-0.0007,0.1935,0.1939,0.1941,0.1935,Neutral
AUD / KYD,澳元 / 开曼元,0.5138,-0.27173913,-0.0014,0.5138,0.5142,0.5153,0.5137,Neutral
AUD / LKR,澳元 / 斯里兰卡卢比,186.74,-0.256382865,-0.48,186.74,187.54,186.77,186.66,Buy
AUD / MAD,澳元 / 摩洛哥迪拉姆,6.2796,-0.205005959,-0.0129,6.2796,6.2836,6.2947,6.2749,Neutral
AUD / MGA,澳元 / 马达加斯加阿里亚里,2944.7,-0.277693115,-8.2,2944.7,2952.7,2952.8,2944.7,Neutral
AUD / MOP,澳元 / 澳门元,5.0112,0.646716208,0.0322,5.0112,5.0212,5.0112,5.0112,Buy
AUD / MXN,澳元 / 墨西哥比索,12.896,-0.265268401,-0.0343,12.8958,12.9138,12.9482,12.8941,Strong Buy
AUD / MYR,澳元 / 马来西亚林吉特,2.7748,-0.165503346,-0.0046,2.7748,2.7756,2.7804,2.7715,Sell
AUD / NGN,澳元 / 尼日利亚奈拉,937.89,-0.277511962,-2.61,937.89,938.69,941.15,937.81,Strong Sell
AUD / NOK,澳元 / 挪威克朗,7.0472,-0.110559887,-0.0078,7.0472,7.048,7.0638,7.0372,Sell
AUD / NZD,澳元 / 新西兰元,1.10452,-0.037106423,-0.00041,1.10486,1.10509,1.10679,1.10394,Buy
AUD / OMR,澳元 / 阿曼里亚尔,0.2393,-0.291666667,-0.0007,0.2393,0.2433,0.24,0.2393,Neutral
AUD / PEN,澳元 / 秘鲁索尔,2.3254,-0.278742656,-0.0065,2.3254,2.3334,2.3318,2.3254,Sell
AUD / PGK,澳元 / 巴布亚新几内亚基那,2.5311,0.484338402,0.0122,2.5311,2.5351,2.5313,2.5287,Buy
AUD / PHP,澳元 / 菲律宾比索,36.414,0.090706688,0.033,36.414,36.422,36.439,36.362,Sell
AUD / PKR,澳元 / 巴基斯坦卢比,174.774,-0.277302294,-0.486,174.774,174.814,175.253,174.65,Buy
AUD / PLN,澳元 / 波兰兹罗提,2.5351,0.01578096,0.0004,2.5352,2.5375,2.5381,2.5321,Sell
AUD / PYG,澳元 / 巴拉圭瓜拉尼,4949.8,-0.278024015,-13.8,4949.8,4957.8,4963.4,4949.8,Neutral
AUD / QAR,澳元 / 卡塔尔里亚尔,2.2779,-0.280173357,-0.0064,2.2779,2.2859,2.2842,2.2779,Neutral
AUD / RSD,澳元 / 塞尔维亚第纳尔,70.5754,-0.181743864,-0.1285,70.5754,70.6554,70.7418,70.5754,Neutral
AUD / RUB,澳元 / 俄罗斯卢布,61.385,-0.26645437,-0.164,61.385,61.465,61.573,61.237,Sell
AUD / SAR,澳元 / 沙特里亚尔,2.3472,-0.25921047,-0.0061,2.3472,2.3552,2.3537,2.3472,Neutral
AUD / SCR,澳元 / 塞舌尔卢比,9.3879,-0.277246654,-0.0261,9.3879,9.3959,9.4136,9.3871,Neutral
AUD / SEK,澳元 / 瑞典克朗,6.8406,-0.116812195,-0.008,6.8407,6.8464,6.8559,6.8398,Strong Sell
AUD / SGD,澳元 / 新加坡元,0.84631,-0.062585612,-0.00053,0.84629,0.84644,0.84779,0.84545,Sell
AUD / SVC,澳元 / 萨尔瓦多科朗,5.4826,-0.265589755,-0.0146,5.4826,5.4866,5.4992,5.4815,Neutral
AUD / SYP,澳元 / 叙利亚镑,8149.495,-0.277624718,-22.688,8149.495,8149.575,8171.858,8141.969,Neutral
AUD / THB,澳元 / 泰铢,21.075,-0.056907099,-0.012,21.075,21.091,21.115,21.075,Strong Sell
AUD / TJS,澳元 / 塔吉克斯坦索莫尼,6.8565,0.274946254,0.0188,6.8565,6.8645,6.8728,6.8565,Buy
AUD / TMT,澳元 / 土库曼斯坦马纳特,2.2036,1.319600901,0.0287,2.2036,2.2116,2.2047,2.2036,Neutral
AUD / TND,澳元 / 突尼斯第纳尔,1.9896,-0.275675405,-0.0055,1.9896,1.9976,1.9951,1.9896,Sell
AUD / TRY,澳元 / 土耳其里拉,22.5096,-0.199958324,-0.0451,22.5096,22.5176,22.6001,22.4797,Buy
AUD / TTD,澳元 / 特立尼达元,4.2367,-0.280092266,-0.0119,4.2367,4.2447,4.2484,4.2367,Neutral
AUD / TWD,澳元 / 新台币,20.572,-0.227945099,-0.047,20.572,20.652,20.633,20.572,Neutral
AUD / USD,澳元 / 美元,0.62679,-0.259380669,-0.00163,0.62678,0.62687,0.6288,0.62617,Neutral
AUD / UYU,澳元 / 乌拉圭比索,27.267,-0.277950481,-0.076,27.267,27.347,27.341,27.267,Buy
AUD / VES,澳元 / 委内瑞拉玻利瓦尔,37.222508,-0.291575257,-0.108849,37.222508,37.224308,37.32423,36.730573,Buy
AUD / XCD,澳元 / 东加勒比元,1.6904,-0.26550239,-0.0045,1.6904,1.6944,1.6955,1.6904,Neutral
AUD / XPF,澳元 / 太平洋法郎,71.952,-0.169270472,-0.122,71.952,71.992,72.106,71.924,Neutral
AUD / ZAR,澳元 / 南非兰特,11.6299,-0.128811755,-0.015,11.6307,11.6446,11.6577,11.6299,Strong Sell
AWG / USD,阿鲁巴弗罗林 / 美元,0.55245,0.0,0.0,0.55245,0.55253,0.55475,0.55245,Sell
BAM / RSD,波斯尼亚可兑换马尔卡 / 塞尔维亚第纳尔,59.6923,-0.000167526,-0.0001,59.6923,60.0515,59.6923,59.6923,Buy
BBD / GBP,巴巴多斯元 / 英镑,0.39973,0.070096383,0.00028,0.39973,0.40053,0.39992,0.39936,Neutral
BBD / USD,巴巴多斯元 / 美元,0.49996,0.0,0.0,0.49996,0.50004,0.49996,0.49996,Neutral
BDT / CAD,孟加拉塔卡 / 加元,0.011739,0.110864745,1.3e-05,0.011739,0.011819,0.011759,0.011714,Sell
BDT / CHF,孟加拉货币 / 瑞士法郎,0.007372,0.135832654,1e-05,0.007372,0.007452,0.007388,0.007363,Sell
BDT / EUR,孟加拉塔卡 / 欧元,0.007863,0.114591291,9e-06,0.007863,0.007943,0.007881,0.007854,Sell
BDT / GBP,孟加拉塔卡 / 英镑,0.0065687,0.06855367,4.5e-06,0.0065687,0.0065767,0.0065839,0.0065639,Sell
BDT / HKD,孟加拉货币 / 港元,0.063923,0.00625792,4e-06,0.063923,0.064003,0.064056,0.063911,Sell
BDT / JPY,孟加拉塔卡 / 日元,1.2462,-0.288046087,-0.0036,1.2462,1.2542,1.2492,1.2462,Strong Sell
BDT / SGD,孟加拉塔卡 / 新加坡元,0.01105,0.11778563,1.3e-05,0.01105,0.01113,0.011073,0.011033,Strong Sell
BDT / USD,孟加拉塔卡 / 美元,0.008173,0.0,0.0,0.008173,0.008253,0.00819,0.008173,Sell
BGN / CHF,保加利亚列弗 / 瑞士法郎,0.47933,-0.110448881,-0.00053,0.47933,0.48013,0.48055,0.47933,Sell
BGN / EUR,保加利亚列弗 / 欧元,0.5072,0.078926598,0.0004,0.5072,0.5152,0.5074,0.5072,Sell
BGN / GBP,保加利亚列弗 / 英镑,0.42519,0.14838892,0.00063,0.42519,0.42599,0.42574,0.42506,Sell
BGN / RSD,保加利亚列弗 / 塞尔维亚第纳尔,59.6923,-0.000167526,-0.0001,59.6923,60.0515,59.6923,59.6923,Buy
BGN / USD,保加利亚列弗 / 美元,0.53221,0.452992582,0.0024,0.53221,0.53301,0.53292,0.53095,Buy
BHD / CHF,巴林第纳尔 / 瑞士法郎,2.3898,0.142474019,0.0034,2.3898,2.3978,2.3901,2.387,Buy
BHD / EUR,巴林第纳尔 / 欧元,2.5503,0.117771758,0.003,2.5503,2.5543,2.551,2.5474,Buy
BHD / GBP,巴林第纳尔 / 英镑,2.1187,0.066121948,0.0014,2.1187,2.1267,2.1195,2.1171,Neutral
BHD / HKD,巴林第纳尔 / 港元,20.617,0.004850601,0.001,20.617,20.697,20.625,20.614,Neutral
BHD / JPY,巴林第纳尔 / 日元,403.56,-0.29154519,-1.18,403.56,403.96,404.53,403.03,Strong Sell
BHD / NZD,巴林第纳尔 / 新西兰元,4.6721,0.240296938,0.0112,4.6721,4.6801,4.6745,4.6644,Neutral
BHD / OMR,巴林第纳尔 / 阿曼里亚尔,1.0172,0.0,0.0,1.0172,1.0252,1.0177,1.0172,Buy
BHD / PKR,巴林第纳尔 / 巴基斯坦卢比,739.48,0.0,0.0,739.48,739.88,739.86,739.48,Buy
BHD / QAR,巴林第纳尔 / 卡塔尔里亚尔,9.6525,0.0,0.0,9.6525,9.6605,9.6574,9.6525,Neutral
BHD / OMR,巴林第纳尔 / 阿曼里亚尔,1.0172,0.0,0.0,1.0172,1.0252,1.0177,1.0172,Buy
BHD / PKR,巴林第纳尔 / 巴基斯坦卢比,739.48,0.0,0.0,739.48,739.88,739.86,739.48,Buy
BHD / QAR,巴林第纳尔 / 卡塔尔里亚尔,9.6525,0.0,0.0,9.6525,9.6605,9.6574,9.6525,Neutral
BHD / SGD,巴林第纳尔 / 新加坡元,3.5778,0.120330208,0.0043,3.5778,3.5858,3.5781,3.572,Sell
BHD / USD,巴林第纳尔 / 美元美元,2.6485,0.0,0.0,2.6485,2.6565,2.6499,2.6485,Sell
BIF / USD,布隆迪法郎 / 美元,0.000339,0.0,0.0,0.000339,0.000347,0.000339,0.000339,Sell
BMD / EUR,百慕大元 / 欧元,0.9618,0.093662192,0.0009,0.9618,0.9626,0.9621,0.9608,Buy
BMD / GBP,百慕大元 / 英镑,0.79986,0.068809348,0.00055,0.79986,0.80066,0.80023,0.79913,Neutral
BMD / USD,百慕大元 / 美元,0.9996,0.0,0.0,0.9996,1.0004,0.9996,0.9996,Neutral
BND / USD,文莱元 / 美元,0.74059,-0.110600073,-0.00082,0.74059,0.74067,0.74185,0.74051,Buy
BOB / BRL,玻利维亚诺 / 巴西雷亚尔,0.83688,-0.241980665,-0.00203,0.83688,0.83728,0.83689,0.83589,Sell
BOB / USD,玻利维亚诺 / 美元,0.14416,-0.359413879,-0.00052,0.14416,0.14424,0.14416,0.14416,Strong Sell
BRL / ARS,巴西雷亚尔 / 阿根廷比索,181.538,-0.111697416,-0.203,181.538,181.542,181.7366,181.5037,Buy
BRL / AUD,巴西雷亚尔 / 澳元,0.27462,0.145868281,0.0004,0.27462,0.27502,0.27491,0.27423,Buy
BRL / BOB,巴西雷亚尔 / 玻利维亚诺,1.1926,0.243758931,0.0029,1.1926,1.1966,1.1943,1.1926,Buy
BRL / CHF,巴西雷亚尔 / 瑞士法郎,0.15526,-0.0257566,-4e-05,0.15526,0.15566,0.1553,0.15525,Buy
BRL / CLP,巴西雷亚尔 / 智利比索,167.32,-0.011951715,-0.02,167.32,167.72,167.37,167.32,Buy
BRL / CNY,巴西雷亚尔 / 人民币,1.2528,0.199952012,0.0025,1.2528,1.2568,1.253,1.2522,Buy
BRL / COP,巴西雷亚尔 / 哥伦比亚比索,717.1,-0.139256371,-1.0,717.1,721.1,718.3,717.1,Neutral
BRL / DKK,巴西雷亚尔 / 丹麦克朗,1.2345,-0.04048583,-0.0005,1.2345,1.2385,1.235,1.2345,Buy
BRL / EUR,巴西雷亚尔 / 欧元,0.16555,-0.024156048,-4e-05,0.16555,0.16595,0.16562,0.16555,Buy
BRL / GBP,巴西雷亚尔 / 英镑,0.13765,-0.050827766,-7e-05,0.13765,0.13805,0.13774,0.13765,Buy
BRL / EUR,巴西雷亚尔 / 欧元,0.16555,-0.024156048,-4e-05,0.16555,0.16595,0.16562,0.16555,Buy
BRL / GBP,巴西雷亚尔 / 英镑,0.13765,-0.050827766,-7e-05,0.13765,0.13805,0.13774,0.13765,Buy
BRL / HKD,巴西雷亚尔 / 港元,1.3395,-0.096957041,-0.0013,1.3395,1.3435,1.3412,1.3395,Buy
BRL / IDR,巴西雷亚尔 / 印尼盾,2811.4,0.328313468,9.2,2811.4,2815.4,2815.4,2807.2,Buy
BRL / ILS,巴西雷亚尔 / 以色列谢克尔,0.6077,-0.278962914,-0.0017,0.6077,0.6117,0.6087,0.6077,Neutral
BRL / INR,巴西雷亚尔 / 印度卢比,15.055,0.086424678,0.013,15.055,15.095,15.064,15.044,Buy
BRL / JPY,巴西雷亚尔 / 日元,26.201,-0.368849342,-0.097,26.201,26.241,26.299,26.183,Neutral
BRL / KRW,巴西雷亚尔 / 韩元,249.52,0.192740122,0.48,249.52,249.6,249.73,248.7,Buy
BRL / MXN,巴西雷亚尔 / 墨西哥比索,3.5442,-0.118363206,-0.0042,3.5442,3.5482,3.5497,3.5442,Buy
BRL / MYR,巴西雷亚尔 / 马来西亚林吉特,0.7607,0.14481306,0.0011,0.7607,0.7647,0.7609,0.7607,Buy
BRL / NGN,巴西雷亚尔 / 尼日利亚奈拉,257.819,0.031815378,0.082,257.819,257.899,258.175,257.819,Sell
BRL / NOK,巴西雷亚尔 / 挪威克朗,1.9348,0.036192544,0.0007,1.9348,1.9388,1.9366,1.9339,Buy
BRL / NZD,巴西雷亚尔 / 新西兰元,0.30348,0.141890777,0.00043,0.30348,0.30388,0.30365,0.30298,Buy
BRL / RUB,巴西雷亚尔 / 俄罗斯卢布,16.861,-0.118476394,-0.02,16.861,16.901,16.883,16.814,Sell
BRL / SEK,巴西雷亚尔 / 瑞典克朗,1.8787,-0.03724593,-0.0007,1.8787,1.8827,1.8798,1.8787,Buy
BRL / SGD,巴西雷亚尔 / 新加坡元,0.23221,0.0,0.0,0.23221,0.23301,0.23225,0.23221,Buy
BRL / TWD,巴西雷亚尔 / 新台币,5.645,-0.070808993,-0.004,5.645,5.685,5.65,5.643,Buy
BRL / USD,巴西雷亚尔 / 美元,0.1719,-0.116211505,-0.0002,0.1719,0.1727,0.1721,0.1719,Buy
BRL / VES,巴西雷亚尔 / 委内瑞拉玻利瓦尔,10.22948,-0.126210567,-0.012927,10.22948,10.22998,10.244451,10.104136,Buy
BRL / ZAR,巴西雷亚尔 / 南非兰特,3.1946,-0.018778167,-0.0006,3.1946,3.2026,3.1966,3.1946,Buy
BSD / USD,巴哈马元 / 美元,0.9971,0.0,0.0,0.9971,0.9979,1.0021,0.9971,Sell
BWP / AUD,博茨瓦纳普拉 / 澳元,0.1142,-0.39249891,-0.00045,0.1142,0.115,0.11427,0.1142,Sell
BWP / CAD,博茨瓦纳普拉 / 加拿大元,0.0988,-0.202020202,-0.0002,0.0988,0.1068,0.0989,0.0988,Sell
BWP / CNY,博茨瓦纳普拉 / 人民币,0.52246,0.940899167,0.00487,0.52246,0.52326,0.52246,0.52232,Neutral
BWP / EUR,博茨瓦纳普拉 / 欧元,0.06911,-0.043390223,-3e-05,0.06911,0.06919,0.06911,0.06908,Neutral
BWP / GBP,博茨瓦纳普拉 / 英镑,0.057495,-0.05041374,-2.9e-05,0.057495,0.057575,0.057498,0.05748,Sell
BWP / EUR,博茨瓦纳普拉 / 欧元,0.06911,-0.043390223,-3e-05,0.06911,0.06919,0.06911,0.06908,Neutral
BWP / GBP,博茨瓦纳普拉 / 英镑,0.057495,-0.05041374,-2.9e-05,0.057495,0.057575,0.057498,0.05748,Sell
BWP / IDR,博茨瓦纳普拉 / 印尼盾,1173.62,0.457942085,5.35,1173.62,1174.42,1173.62,1171.36,Buy
BWP / INR,博茨瓦纳普拉 / 印度卢比,6.2811,0.944988188,0.0588,6.2811,6.2891,6.283,6.2761,Strong Buy
BWP / JPY,博茨瓦纳普拉 / 日元,10.985,-0.714027477,-0.079,10.985,11.065,10.987,10.983,Sell
BWP / KRW,博茨瓦纳普拉 / 韩元,103.61,-0.067515432,-0.07,103.61,104.41,103.62,103.48,Buy
BWP / USD,博茨瓦纳普拉 / 美元,0.0694,0.579710145,0.0004,0.0694,0.0744,0.0694,0.0694,Neutral
BWP / ZAR,博茨瓦纳普拉 / 南非兰特,1.3357,-0.186818114,-0.0025,1.3357,1.3437,1.3363,1.3341,Buy
BZD / USD,伯利兹元 / 美元,0.49555,0.0,0.0,0.49555,0.49563,0.49557,0.49555,Sell
CAD / AED,加元 / 阿联酋迪拉姆,2.5574,-0.167857282,-0.0043,2.5574,2.5654,2.5626,2.5574,Sell
CAD / AFN,加元 / 阿富汗尼,51.585,-0.106506584,-0.055,51.585,51.625,51.692,51.585,Buy
CAD / ALL,加元 / 阿尔巴尼亚列克,66.657,-0.865569089,-0.582,66.657,66.697,67.27,66.657,Buy
CAD / AMD,加元 / 亚美尼亚德拉姆,276.44,-0.151701221,-0.42,276.44,277.24,277.47,276.44,Neutral
CAD / ANG,加元 / 荷属安的列斯盾,1.2424,-0.104526815,-0.0013,1.2424,1.2504,1.245,1.2424,Neutral
CAD / AOA,加元 / 安哥拉,638.64,1.371267665,8.639,638.64,638.68,638.64,638.122,Buy
CAD / ARS,加元 / 阿根廷比索,734.8493,-0.16817301,-1.2379,734.8493,734.8533,736.3229,734.8493,Buy
CAD / AUD,加元 / 澳元,1.1121,0.099009901,0.0011,1.1121,1.1129,1.1136,1.1115,Buy
CAD / AWG,加元 / 阿鲁巴弗罗林,1.2601,-0.103060092,-0.0013,1.2601,1.2641,1.2627,1.2601,Neutral
CAD / AZN,加元 / 阿塞拜疆马纳特,1.185,1.031631,0.0121,1.185,1.1858,1.1852,1.185,Buy
CAD / BAM,加元 / 波斯尼亚可兑换马尔卡,1.273771,-4.3356365,-0.057729,1.273771,1.352561,1.3201,1.273771,Strong Sell
