Ticker,Description,Price,Change %,Change,Bid,Ask,High,Low,Technical Rating
AUD / GIP,澳元 / 直布罗陀镑,0.50157,-0.196991404,-0.00099,0.50157,0.50165,0.50269,0.50133,Strong Sell
AUD / GTQ,澳元 / 危地马拉格查尔,4.8392,-0.278195644,-0.0135,4.8392,4.8432,4.8525,4.8387,Neutral
AUD / HKD,澳元 / 港元,4.87536,-0.327922476,-0.01604,4.87536,4.88688,4.8954,4.87536,Neutral
AUD / HNL,澳元 / 洪都拉斯伦皮拉,15.989,-0.30552438,-0.049,15.989,16.029,16.033,15.989,Buy
AUD / HUF,澳元 / 匈牙利福林,244.66,-0.13877551,-0.34,244.66,245.48,245.32,244.66,Sell
AUD / IDR,澳元 / 印尼盾,10236.9,0.015632175,1.6,10236.9,10237.3,10266.2,10222.8,Buy
AUD / ILS,澳元 / 以色列谢克尔,2.2174,-0.440014368,-0.0098,2.2174,2.2194,2.2265,2.2169,Strong Sell
AUD / INR,澳元 / 印度卢比,54.8584,-0.048464972,-0.0266,54.8575,54.8691,54.932,54.8088,Buy
AUD / ISK,澳元 / 冰岛克朗,88.57,-0.217432939,-0.193,88.57,88.61,88.613,88.568,Neutral
AUD / JMD,澳元 / 牙买加元,98.791,-0.214134925,-0.212,98.791,98.831,99.062,98.739,Neutral
AUD / JOD,澳元 / 约旦第纳尔,0.4446,-0.336247478,-0.0015,0.4446,0.445,0.4461,0.4446,Neutral
AUD / JPY,澳元 / 日元,95.388,-0.532852272,-0.511,95.388,95.399,95.978,95.281,Strong Sell
AUD / KES,澳元 / 肯尼亚先令,81.062,-0.276797028,-0.225,81.062,81.102,81.284,81.026,Neutral
AUD / KRW,澳元 / 韩元,907.88,0.044078106,0.4,907.88,908.28,908.63,906.59,Buy
AUD / KWD,澳元 / 科威特第纳尔,0.1935,-0.360453141,-0.0007,0.1935,0.1939,0.1941,0.1935,Neutral
AUD / KYD,澳元 / 开曼元,0.5138,-0.27173913,-0.0014,0.5138,0.5142,0.5153,0.5137,Neutral
AUD / LKR,澳元 / 斯里兰卡卢比,186.74,-0.256382865,-0.48,186.74,187.54,186.77,186.66,Buy
AUD / MAD,澳元 / 摩洛哥迪拉姆,6.2796,-0.205005959,-0.0129,6.2796,6.2836,6.2947,6.2749,Neutral
AUD / MGA,澳元 / 马达加斯加阿里亚里,2944.7,-0.277693115,-8.2,2944.7,2952.7,2952.8,2944.7,Neutral
AUD / MOP,澳元 / 澳门元,5.0112,0.646716208,0.0322,5.0112,5.0212,5.0112,5.0112,Buy
AUD / MXN,澳元 / 墨西哥比索,12.896,-0.265268401,-0.0343,12.8958,12.9138,12.9482,12.8941,Strong Buy
AUD / MYR,澳元 / 马来西亚林吉特,2.7748,-0.165503346,-0.0046,2.7748,2.7756,2.7804,2.7715,Sell
AUD / NGN,澳元 / 尼日利亚奈拉,937.89,-0.277511962,-2.61,937.89,938.69,941.15,937.81,Strong Sell
AUD / NOK,澳元 / 挪威克朗,7.0472,-0.110559887,-0.0078,7.0472,7.048,7.0638,7.0372,Sell
AUD / NZD,澳元 / 新西兰元,1.10452,-0.037106423,-0.00041,1.10486,1.10509,1.10679,1.10394,Buy
AUD / OMR,澳元 / 阿曼里亚尔,0.2393,-0.291666667,-0.0007,0.2393,0.2433,0.24,0.2393,Neutral
AUD / PEN,澳元 / 秘鲁索尔,2.3254,-0.278742656,-0.0065,2.3254,2.3334,2.3318,2.3254,Sell
AUD / PGK,澳元 / 巴布亚新几内亚基那,2.5311,0.484338402,0.0122,2.5311,2.5351,2.5313,2.5287,Buy
AUD / PHP,澳元 / 菲律宾比索,36.414,0.090706688,0.033,36.414,36.422,36.439,36.362,Sell
AUD / PKR,澳元 / 巴基斯坦卢比,174.774,-0.277302294,-0.486,174.774,174.814,175.253,174.65,Buy
AUD / PLN,澳元 / 波兰兹罗提,2.5351,0.01578096,0.0004,2.5352,2.5375,2.5381,2.5321,Sell
AUD / PYG,澳元 / 巴拉圭瓜拉尼,4949.8,-0.278024015,-13.8,4949.8,4957.8,4963.4,4949.8,Neutral
AUD / QAR,澳元 / 卡塔尔里亚尔,2.2779,-0.280173357,-0.0064,2.2779,2.2859,2.2842,2.2779,Neutral
AUD / RSD,澳元 / 塞尔维亚第纳尔,70.5754,-0.181743864,-0.1285,70.5754,70.6554,70.7418,70.5754,Neutral
AUD / RUB,澳元 / 俄罗斯卢布,61.385,-0.26645437,-0.164,61.385,61.465,61.573,61.237,Sell
AUD / SAR,澳元 / 沙特里亚尔,2.3472,-0.25921047,-0.0061,2.3472,2.3552,2.3537,2.3472,Neutral
AUD / SCR,澳元 / 塞舌尔卢比,9.3879,-0.277246654,-0.0261,9.3879,9.3959,9.4136,9.3871,Neutral
AUD / SEK,澳元 / 瑞典克朗,6.8406,-0.116812195,-0.008,6.8407,6.8464,6.8559,6.8398,Strong Sell
AUD / SGD,澳元 / 新加坡元,0.84631,-0.062585612,-0.00053,0.84629,0.84644,0.84779,0.84545,Sell
AUD / SVC,澳元 / 萨尔瓦多科朗,5.4826,-0.265589755,-0.0146,5.4826,5.4866,5.4992,5.4815,Neutral
AUD / SYP,澳元 / 叙利亚镑,8149.495,-0.277624718,-22.688,8149.495,8149.575,8171.858,8141.969,Neutral
AUD / THB,澳元 / 泰铢,21.075,-0.056907099,-0.012,21.075,21.091,21.115,21.075,Strong Sell
AUD / TJS,澳元 / 塔吉克斯坦索莫尼,6.8565,0.274946254,0.0188,6.8565,6.8645,6.8728,6.8565,Buy
AUD / TMT,澳元 / 土库曼斯坦马纳特,2.2036,1.319600901,0.0287,2.2036,2.2116,2.2047,2.2036,Neutral
AUD / TND,澳元 / 突尼斯第纳尔,1.9896,-0.275675405,-0.0055,1.9896,1.9976,1.9951,1.9896,Sell
AUD / TRY,澳元 / 土耳其里拉,22.5096,-0.199958324,-0.0451,22.5096,22.5176,22.6001,22.4797,Buy
AUD / TTD,澳元 / 特立尼达元,4.2367,-0.280092266,-0.0119,4.2367,4.2447,4.2484,4.2367,Neutral
AUD / TWD,澳元 / 新台币,20.572,-0.227945099,-0.047,20.572,20.652,20.633,20.572,Neutral
AUD / USD,澳元 / 美元,0.62679,-0.259380669,-0.00163,0.62678,0.62687,0.6288,0.62617,Neutral
AUD / UYU,澳元 / 乌拉圭比索,27.267,-0.277950481,-0.076,27.267,27.347,27.341,27.267,Buy
AUD / VES,澳元 / 委内瑞拉玻利瓦尔,37.222508,-0.291575257,-0.108849,37.222508,37.224308,37.32423,36.730573,Buy
AUD / XCD,澳元 / 东加勒比元,1.6904,-0.26550239,-0.0045,1.6904,1.6944,1.6955,1.6904,Neutral
AUD / XPF,澳元 / 太平洋法郎,71.952,-0.169270472,-0.122,71.952,71.992,72.106,71.924,Neutral
AUD / ZAR,澳元 / 南非兰特,11.6299,-0.128811755,-0.015,11.6307,11.6446,11.6577,11.6299,Strong Sell
